Hospital,insurance_provider,total_billing,pct_of_hospital_revenue
"Le, Gordon and Brooks",Blue Cross,47557.24,100
"Le, Stevens and Ellis",Aetna,15456.26,100
"Le, Torres and Jackson",Medicare,15863.13,100
Le-Donovan,Cigna,9281.81,100
Le-Frazier,Medicare,4419.11,100
Le-Johnson,UnitedHealthcare,18322.63,100
Le-Ramirez,UnitedHealthcare,13131.38,100
Le-Vargas,Blue Cross,1318.43,100
Leach LLC,Cigna,56966.25,100
Leach-Randall,Cigna,34290.81,100
Leblanc-Tran,UnitedHealthcare,41244.89,100
Leblanc-Whitney,Blue Cross,13270.05,100
Lee Group,Blue Cross,39381.22,49.68
Lee Group,Aetna,34535.9,43.57
Lee Group,UnitedHealthcare,5348.73,6.75
Lee Inc,UnitedHealthcare,45128.64,58.72
Lee Inc,Aetna,30030.42,39.08
Lee Inc,Cigna,1689.75,2.2
Lee LLC,Cigna,88507.06,53.94
Lee LLC,UnitedHealthcare,39823.19,24.27
Lee LLC,Blue Cross,24056.94,14.66
Lee Ltd,Medicare,37382.58,37.43
Lee Ltd,Cigna,32875.58,32.91
Lee Ltd,Aetna,27140.92,27.17
Lee PLC,Aetna,46816.62,68.78
Lee PLC,Cigna,21250.45,31.22
Lee and Sons,Blue Cross,46208.34,41.51
Lee and Sons,UnitedHealthcare,36922.41,33.17
Lee and Sons,Cigna,28176.84,25.31
"Lee, Bradley and Gonzalez",Cigna,9408.98,100
"Lee, Bridges and Moss",Cigna,14037.7,100
"Lee, Brooks and Johnson",Cigna,23738.85,100
"Lee, Campbell and Hall",Blue Cross,7324.04,100
"Lee, Carr and Martinez",Cigna,23986.9,100
"Lee, Cook and Horton",Aetna,47742.4,100
"Lee, English and Mccarthy",Aetna,15008.77,100
"Lee, Hall and Chavez",UnitedHealthcare,43425.8,100
"Lee, Hall and Williams",Cigna,28022.27,100
"Lee, Hardy and Hopkins",Blue Cross,5567.63,100
"Lee, Hunter and Stone",Medicare,14876.22,100
"Lee, Kaiser and Johnson",Medicare,39521.42,100
"Lee, Kemp and Jones",Aetna,12229.38,100
"Lee, Lowe and Rowland",Aetna,41513.5,100
"Lee, Orozco and Hartman",UnitedHealthcare,35708.18,100
"Lee, Rasmussen and Anderson",Medicare,22749.28,100
"Lee, Ruiz and Morris",Cigna,19649.11,100
"Lee, Schultz and Howard",UnitedHealthcare,33733.97,100
"Lee, Thomas and Benjamin",Blue Cross,14412.03,100
"Lee, Turner and Cross",Cigna,7445.62,100
"Lee, Webb and Brown",Cigna,40530.54,100
"Lee, Whitaker and Murphy",Aetna,8381.33,100
Lee-Bolton,Cigna,5453.88,100
Lee-Booth,UnitedHealthcare,24227.71,100
Lee-Clark,UnitedHealthcare,17930.74,100
Lee-Cruz,UnitedHealthcare,13137.63,100
Lee-Dalton,Aetna,35750.63,100
Lee-Garcia,Aetna,40519.76,100
Lee-Gonzalez,UnitedHealthcare,26016.4,100
Lee-Hanson,Medicare,49681.63,100
Lee-Kent,Aetna,16331.06,100
Lee-Malone,Cigna,47531.81,100
Lee-Mcbride,Medicare,32670.46,100
Lee-Moore,Aetna,43465.74,100
Lee-Powell,Aetna,23219.05,100
Lee-Ray,Medicare,43995.63,100
Lee-Rodriguez,Aetna,35666.45,100
Lee-Salas,Blue Cross,13904.26,100
Lee-Sparks,UnitedHealthcare,14369.19,100
Lee-Young,Aetna,45128.96,100
Leon Group,Cigna,17415.98,100
"Leon, Garcia and Morales",Aetna,16996.19,100
"Leon, Reyes and Collins",Cigna,13229.08,100
Leon-Miller,UnitedHealthcare,16297.87,100
Leon-Wheeler,UnitedHealthcare,7379.2,100
Leonard PLC,Medicare,42666.34,100
"Leonard, Dean and Chambers",Medicare,29042.53,100
"Leonard, Poole and Porter",UnitedHealthcare,1185.21,100
"Leonard, Solis and Wall",Medicare,13891.22,100
Leonard-Jacobs,Aetna,7483.79,100
Leonard-Parker,Aetna,20604.73,100
Leonard-Thompson,Blue Cross,6891.49,100
Lester Ltd,Medicare,30328.08,100
Lester PLC,UnitedHealthcare,25406.23,100
"Lester, Bradley and Jacobs",UnitedHealthcare,7128.81,100
"Lester, Buckley and Cook",UnitedHealthcare,38987.92,100
"Lester, Campos and Ballard",Blue Cross,32125.16,100
"Lester, Miller and Williams",Medicare,8511.77,100
"Lester, Williams and Morris",Blue Cross,14618.05,100
Levine and Sons,UnitedHealthcare,67248.91,100
Levine-Hudson,Cigna,13049.76,100
Levy and Sons,UnitedHealthcare,30090.86,100
"Levy, Gutierrez and Clark",Cigna,37643.03,100
"Levy, Mccoy and Mcconnell",Blue Cross,20575.37,100
Levy-Gregory,Blue Cross,5074.77,100
Levy-Valdez,Cigna,3428.93,100
Lewis Group,Aetna,26424.21,39.92
Lewis Group,UnitedHealthcare,23997.41,36.25
Lewis Group,Medicare,15773.9,23.83
Lewis Inc,Cigna,37616.94,81.03
Lewis Inc,Medicare,8805.07,18.97
Lewis LLC,Blue Cross,31083.05,63.67
Lewis LLC,UnitedHealthcare,17739.13,36.33
Lewis Ltd,Aetna,28830.11,100
Lewis PLC,Cigna,39748,65.28
Lewis PLC,Aetna,21138.61,34.72
Lewis and Sons,Blue Cross,101353.01,100
"Lewis, Barton and Turner",Blue Cross,15029.46,100
"Lewis, Buckley and Alvarez",Blue Cross,1651.99,100
"Lewis, Dean and Sanchez",UnitedHealthcare,3410.94,100
"Lewis, Fields and Jones",Blue Cross,15995.36,100
"Lewis, Francis and Gibbs",UnitedHealthcare,22194.25,100
"Lewis, Hayes and Sullivan",UnitedHealthcare,34443.95,100
"Lewis, Johnson and Brown",Cigna,21317.91,100
"Lewis, Little and Moses",UnitedHealthcare,10732.59,100
"Lewis, Mills and Frank",UnitedHealthcare,46112.82,100
"Lewis, Miranda and Curry",Aetna,40388.83,100
"Lewis, Mitchell and Rodriguez",Medicare,13581.01,100
"Lewis, Robertson and Rodriguez",Blue Cross,34809.33,100
"Lewis, Scott and Kelly",Blue Cross,42775.48,100
"Lewis, Watts and Summers",Cigna,45686.57,100
Lewis-Benjamin,UnitedHealthcare,19206.84,100
Lewis-Benson,Aetna,28857.28,100
Lewis-Black,Aetna,5810.42,100
Lewis-Boone,Blue Cross,43547.77,100
Lewis-Bowen,Aetna,40623.16,100
Lewis-Carlson,UnitedHealthcare,13827.52,100
Lewis-Clark,UnitedHealthcare,5708.79,100
Lewis-Cox,Cigna,27803,100
Lewis-Goodwin,Aetna,19321.87,100
Lewis-Hodges,UnitedHealthcare,41960.71,100
Lewis-Lamb,Aetna,14843.52,100
Lewis-Long,Aetna,17970.75,100
Lewis-Nelson,UnitedHealthcare,22331.28,100
Lewis-Nichols,Aetna,42247.98,100
Lewis-Robbins,UnitedHealthcare,16874.34,100
Lewis-Villarreal,Aetna,2463.14,100
Lewis-Wade,Aetna,20567.99,100
Lewis-Watkins,Cigna,12863.31,100
Lewis-Wong,UnitedHealthcare,43533.69,100
Lewis-Wood,Medicare,40613.15,100
"Li, Cruz and Robinson",Cigna,12469.12,100
Li-Jones,Medicare,13691.82,100
Li-Mccormick,Blue Cross,16508.92,100
Li-Ramirez,Cigna,16878.06,100
Li-Walker,Aetna,23058.76,100
Li-Wallace,Aetna,7166.97,100
Lin Inc,Medicare,2534.7,100
Lin-Arias,Cigna,6407.49,100
Lin-Moore,UnitedHealthcare,46762.17,100
Lindsey LLC,Aetna,47765.83,78.28
Lindsey LLC,UnitedHealthcare,13249.65,21.72
Lindsey-Dixon,Blue Cross,20852.65,100
Little Inc,Cigna,32819.85,74.23
Little Inc,Blue Cross,11395.14,25.77
"Little, Fuller and Riddle",UnitedHealthcare,43495.23,100
"Little, Johnson and Lynch",Aetna,21557.96,100
"Little, Pope and Carpenter",Blue Cross,8261.04,100
Little-Cooper,UnitedHealthcare,26260.26,100
Little-Harris,UnitedHealthcare,38771.34,100
Little-Spencer,Aetna,40325.07,100
Little-Tucker,UnitedHealthcare,31587.21,100
"Liu, Hines and Collins",Cigna,48138.75,100
"Liu, Smith and Singleton",Blue Cross,25298.18,100
Liu-Hunt,UnitedHealthcare,49565.02,100
Livingston-Graham,Cigna,5992.24,100
Lloyd Inc,Blue Cross,36298.56,58.99
Lloyd Inc,Cigna,25236.05,41.01
Lloyd LLC,Aetna,9098.92,100
Lloyd-Gutierrez,Blue Cross,33709.32,100
Logan LLC,Blue Cross,43736.34,100
Logan PLC,Cigna,48795.35,100
"Logan, Hansen and Jackson",UnitedHealthcare,1933.51,100
Logan-Finley,Blue Cross,19846.88,100
Logan-Hughes,UnitedHealthcare,18793.67,100
Logan-Stewart,Aetna,8197.31,100
Long Group,Aetna,44128.5,100
Long LLC,Medicare,5394.7,100
Long Ltd,Blue Cross,37297.56,100
Long PLC,Aetna,8178.69,61.85
Long PLC,Medicare,5045.67,38.15
Long and Sons,Medicare,47788.8,50.5
Long and Sons,UnitedHealthcare,46843.73,49.5
"Long, Decker and Garcia",Medicare,17035.55,100
"Long, Houston and Washington",Blue Cross,3055.79,100
"Long, Richards and Scott",Aetna,26875.03,100
"Long, Shannon and Brown",Aetna,4953.8,100
Long-Costa,Aetna,42939.09,100
Long-Davis,Cigna,45641.17,100
Long-Dickson,Medicare,13871.76,100
Long-Hughes,Medicare,6655.47,100
Long-Johnson,Blue Cross,32516.33,100
Long-Leblanc,Medicare,44256.65,100
Long-Martinez,UnitedHealthcare,15437.55,100
Long-Matthews,Aetna,48176.45,100
Long-Mueller,Cigna,25737.38,100
Long-Wright,Cigna,41943.4,100
Lopez Group,Blue Cross,40038.4,44.75
Lopez Group,UnitedHealthcare,29794.6,33.3
Lopez Group,Cigna,19630.67,21.94
Lopez Inc,Blue Cross,33695.97,66.92
Lopez Inc,Cigna,16653.86,33.08
Lopez LLC,Blue Cross,44410.09,51.07
Lopez LLC,Cigna,42544.93,48.93
Lopez PLC,UnitedHealthcare,101161.2,70.88
Lopez PLC,Medicare,41563.13,29.12
Lopez and Sons,Medicare,61466.32,41.71
Lopez and Sons,Blue Cross,32858.74,22.3
Lopez and Sons,Aetna,27526.41,18.68
"Lopez, Bowen and Parrish",Aetna,16352.64,100
"Lopez, Carson and Mueller",Medicare,45319.95,100
"Lopez, Douglas and Shaw",Cigna,23997.71,100
"Lopez, Floyd and Miller",Aetna,11247.28,100
"Lopez, Foster and Cooper",Blue Cross,10942.25,100
"Lopez, Garrison and Green",Aetna,31867.74,100
"Lopez, Golden and Myers",Blue Cross,45646.95,100
"Lopez, Jackson and Smith",Cigna,38765.26,100
"Lopez, Johnson and Medina",Blue Cross,23563.15,100
"Lopez, Kaufman and Hoffman",Aetna,43277.14,100
"Lopez, Mclaughlin and Gordon",Cigna,33329.17,100
"Lopez, Patel and Miranda",Aetna,40252.73,100
"Lopez, Perry and Aguilar",Aetna,36420.17,100
"Lopez, Perry and Davis",UnitedHealthcare,45758.1,100
"Lopez, Richards and Schaefer",Medicare,32532.82,100
"Lopez, Sawyer and Keller",Blue Cross,33519.3,100
"Lopez, Smith and Patrick",Medicare,19854.61,100
"Lopez, Smith and Sherman",UnitedHealthcare,41920.05,100
"Lopez, Solis and Richardson",UnitedHealthcare,47409.09,100
"Lopez, Taylor and Hull",Aetna,3988.98,100
"Lopez, Velasquez and Lozano",Medicare,5147.77,100
"Lopez, Williams and Wilcox",Aetna,37061.37,100
"Lopez, Willis and Mcdonald",Aetna,43048.16,100
"Lopez, Wolfe and Kim",Aetna,46483.87,100
Lopez-Chandler,Medicare,43923.63,100
Lopez-Chapman,Cigna,38789.52,100
Lopez-Doyle,Medicare,4568.77,100
Lopez-Ellis,UnitedHealthcare,26198.09,100
Lopez-Horne,Aetna,8840.7,100
Lopez-Jackson,Blue Cross,48786.21,87.8
Lopez-Jackson,Medicare,6779.6,12.2
Lopez-Johnson,Aetna,48070.96,62.09
Lopez-Johnson,Blue Cross,29351.19,37.91
Lopez-Jones,UnitedHealthcare,26578.87,52.98
Lopez-Jones,Cigna,23591.72,47.02
Lopez-Macdonald,Blue Cross,30927.6,100
Lopez-Mason,UnitedHealthcare,23517.46,100
Lopez-Morales,Aetna,47900.19,100
Lopez-Rhodes,Medicare,9820.27,100
Lopez-Robinson,UnitedHealthcare,42294.91,100
Lopez-Schneider,Medicare,28808.71,100
Lopez-Wall,Cigna,3837.45,100
Love Group,Blue Cross,33842.46,100
Love PLC,UnitedHealthcare,4222.3,100
"Love, James and Strong",Cigna,19209.95,100
"Love, Kim and Kim",Aetna,44920.11,100
"Love, Watkins and Lee",Medicare,28377.11,100
Love-Cook,Aetna,19755.72,100
Love-Green,Medicare,4943.34,100
Love-Little,Medicare,30290.43,100
Lowe Ltd,Blue Cross,9084.79,100
"Lowe, Barnes and Lee",Medicare,15451.52,100
"Lowe, Carson and Dean",Aetna,10183.78,100
"Lowe, Wilkerson and Gonzalez",UnitedHealthcare,11918.01,100
Lowe-Carpenter,Blue Cross,29578.8,100
Lowe-Lynch,Medicare,2023.52,100
Lowery-Lindsey,Medicare,17174.93,100
Lozano Inc,Cigna,34244.52,100
Lozano LLC,Cigna,1582.65,100
"Lozano, Burke and Deleon",UnitedHealthcare,17635.31,100
"Lozano, Rose and Richards",Medicare,30945.93,100
"Lozano, Tapia and Melton",Blue Cross,31316.03,100
Lozano-Hall,Aetna,40933.06,100
Lozano-Love,Cigna,29413.66,100
Lucas Inc,UnitedHealthcare,39426.66,100
Lucas LLC,Cigna,19769.61,100
Lucas Ltd,Blue Cross,22192.04,100
Lucas and Sons,Cigna,25973.43,100
"Lucas, Delgado and Brown",UnitedHealthcare,31513.06,100
"Lucas, Fox and Hall",UnitedHealthcare,6945.92,100
"Lucas, Padilla and Dickson",Cigna,25501.59,100
Lucas-Bell,Cigna,49473.95,100
Lucas-Summers,Aetna,3962.83,100
Lucero Group,UnitedHealthcare,44684.03,100
Lucero-Brown,UnitedHealthcare,39765.86,100
Lucero-Lewis,Medicare,4503.27,100
Luna Group,Aetna,8830.28,100
Luna Ltd,UnitedHealthcare,35901.92,81.14
Luna Ltd,Medicare,8347.46,18.86
Luna PLC,Cigna,22695.26,100
Luna-Love,Blue Cross,16305.76,100
Luna-Stevenson,Blue Cross,22999.63,100
Lynch Group,Cigna,41742,100
Lynch PLC,Aetna,12741.72,100
Lynch and Sons,UnitedHealthcare,24261.16,100
"Lynch, Horn and Hill",UnitedHealthcare,1752.28,100
"Lynch, Stephens and Blevins",Blue Cross,35400.34,100
"Lynch, Wallace and Grimes",Cigna,13158.12,100
"Lynch, Wise and Wilkinson",Blue Cross,13411.08,100
Lynch-Garrett,Cigna,43882.56,100
Lynch-Guerra,Blue Cross,37962.75,100
Lynch-Hamilton,Aetna,9530.45,100
Lynch-Martin,Aetna,7004.71,100
"Lynn, Johnson and Gibson",Medicare,8156.69,100
Lynn-Hutchinson,Blue Cross,44858.63,100
"Lyons, Carter and Jackson",Blue Cross,20566.6,100
"Lyons, Holland and Black",Blue Cross,27367.82,100
"Lyons, Miller and Weaver",Blue Cross,30847.14,100
Lyons-Allen,Aetna,16612.67,100
Lyons-Price,Blue Cross,42550.62,100
Macdonald Inc,Medicare,35020.16,100
Macdonald Ltd,Cigna,4841.95,100
Macdonald PLC,Cigna,33522.73,100
Macdonald and Sons,Medicare,32732.29,100
"Macdonald, Graves and English",Cigna,43699.09,100
"Macdonald, Herrera and Calderon",Aetna,46194.69,100
"Macdonald, Smith and Reed",Blue Cross,26210.54,100
Macdonald-Reynolds,Medicare,22266.72,100
Macdonald-Watson,Aetna,13435.47,100
Macias Group,UnitedHealthcare,12192.83,100
"Macias, Gallagher and Edwards",UnitedHealthcare,48948.33,100
"Macias, Long and Hodge",Cigna,48363.47,100
Macias-Ramsey,UnitedHealthcare,28429.31,100
"Mack, Khan and Jones",Cigna,4016,100
"Mack, Smith and Ward",Medicare,9938.33,100
"Mack, Sutton and Jones",Aetna,41199.28,100
Mack-Perez,UnitedHealthcare,10176.24,100
Mack-Whitehead,Cigna,36501.97,100
Madden Inc,Aetna,17364.81,100
Madden PLC,Cigna,23419.26,100
"Madden, Macias and Tucker",UnitedHealthcare,16599.29,100
Madden-Deleon,Aetna,27505.07,100
Madden-Grant,Cigna,4161.72,100
Madden-Thomas,Medicare,32227.05,100
Maddox Group,UnitedHealthcare,10898.56,100
"Maddox, Andrews and Pena",Medicare,13376.61,100
Mahoney Inc,UnitedHealthcare,2089.92,100
Mahoney and Sons,Medicare,42406.44,62.75
Mahoney and Sons,Aetna,25170.35,37.25
Maldonado Ltd,Cigna,40459.06,100
Maldonado and Sons,Blue Cross,42865.48,100
"Maldonado, Beasley and Jackson",Cigna,41512.66,100
Maldonado-Brooks,UnitedHealthcare,42590.12,100
Maldonado-Collier,UnitedHealthcare,31322.55,100
Maldonado-Nguyen,Cigna,27866.76,100
Malone Inc,UnitedHealthcare,6442.97,100
"Malone, Lopez and Anderson",Aetna,34874.32,100
"Malone, Thompson and Mejia",Aetna,4835.95,100
Malone-Mccormick,Blue Cross,8641.32,100
Malone-Robertson,Blue Cross,43694.59,100
Mann Inc,Medicare,22582.5,100
Mann PLC,Blue Cross,18406.51,100
"Mann, Diaz and Hart",Cigna,22780.58,100
"Mann, Sanchez and Bailey",Medicare,26851.74,100
Mann-Wilson,Blue Cross,29381.58,100
Mann-Wood,Cigna,49125.16,100
Manning-Brown,Aetna,44765.72,100
Manning-Williams,Cigna,27010.57,100
Marks Group,Medicare,17322.72,100
Marks and Sons,Cigna,11435.54,100
"Marks, Barnett and Wolfe",Cigna,30707.49,100
"Marks, Cobb and Fletcher",Blue Cross,14930.02,100
"Marks, Gonzalez and Gonzalez",Cigna,40942.01,100
Marks-Gray,UnitedHealthcare,7867.17,100
Marks-Shelton,Cigna,27679.15,100
Marquez Inc,Aetna,19078.17,100
Marquez LLC,Aetna,32135.58,100
"Marquez, Davis and Jackson",Aetna,36233.2,100
"Marquez, Hamilton and Hicks",Cigna,34068.99,100
"Marquez, Ramirez and Stephens",UnitedHealthcare,36048.73,100
"Marquez, Rodriguez and Sweeney",Cigna,8941.47,100
"Marquez, Thomas and Carpenter",UnitedHealthcare,11915.28,100
"Marquez, Watson and Rush",Blue Cross,25930.07,100
"Marquez, White and Palmer",Cigna,42578.46,100
Marquez-Allen,UnitedHealthcare,10021.9,100
Marquez-Nguyen,Cigna,12463.99,100
Marsh Ltd,Medicare,31096.17,100
Marsh and Sons,Aetna,35285.83,100
"Marsh, Bullock and Ellis",Blue Cross,11453.55,100
"Marsh, Webb and Brown",UnitedHealthcare,4699.46,100
Marsh-Simon,Aetna,30901.1,100
Marshall LLC,UnitedHealthcare,5244.51,100
Marshall PLC,UnitedHealthcare,47210.79,64.28
Marshall PLC,Cigna,26238.38,35.72
"Marshall, Bolton and Bridges",Cigna,29736.49,100
"Marshall, Dunn and Robinson",Cigna,16323.83,100
"Marshall, Glass and Harvey",Medicare,32906.75,100
"Marshall, Jones and Brown",Medicare,43538.82,100
"Marshall, Moreno and Young",Medicare,1084.42,100
"Marshall, Phillips and Reed",Aetna,17633.19,100
"Marshall, Smith and Johnson",Medicare,42799.6,100
"Marshall, Wallace and Rodriguez",Blue Cross,21860.78,100
Marshall-Grimes,UnitedHealthcare,8040.21,100
Marshall-Johnson,UnitedHealthcare,17248.99,100
Marshall-Mccoy,Blue Cross,8887.99,100
Marshall-Nguyen,Cigna,33775.45,100
Marshall-Shepard,UnitedHealthcare,16087.62,100
Martin Group,Cigna,40682.36,62.58
Martin Group,Aetna,24330.67,37.42
Martin Inc,Cigna,41845.33,46.61
Martin Inc,Aetna,37633.69,41.92
Martin Inc,Medicare,10305.73,11.48
Martin LLC,UnitedHealthcare,52425.26,37.15
Martin LLC,Medicare,43160.54,30.58
Martin LLC,Aetna,41378.99,29.32
Martin Ltd,Aetna,72298.71,64.87
Martin Ltd,Cigna,29879.33,26.81
Martin Ltd,UnitedHealthcare,9273.08,8.32
Martin PLC,Blue Cross,45766.41,45.76
Martin PLC,Medicare,38696.62,38.69
Martin PLC,Aetna,10274.29,10.27
Martin and Sons,Aetna,45281.61,81.67
Martin and Sons,Blue Cross,10159.67,18.33
"Martin, Ball and Cook",UnitedHealthcare,33610.74,100
"Martin, Briggs and Spears",Aetna,43965.78,100
"Martin, Day and Tran",Blue Cross,10031.63,100
"Martin, Fields and Obrien",UnitedHealthcare,23455.93,100
"Martin, Grant and White",Aetna,34979.91,100
"Martin, Guerra and Tyler",Aetna,15019.55,100
"Martin, Hobbs and Smith",UnitedHealthcare,9158.55,100
"Martin, Marshall and Willis",Cigna,8476.74,100
"Martin, Ortiz and Harper",Aetna,13067.43,100
"Martin, Page and Washington",Cigna,12313.51,100
"Martin, Phillips and Miller",Medicare,14499.43,100
"Martin, Ruiz and Lynn",Blue Cross,42322.96,100
"Martin, Rush and Soto",Medicare,41495.97,100
"Martin, Smith and Johnson",Cigna,24705,100
"Martin, Thompson and Keller",UnitedHealthcare,3685.26,100
"Martin, Wallace and Allen",UnitedHealthcare,28783.16,100
"Martin, Ward and Martinez",Aetna,46251.86,100
Martin-Baker,Medicare,7097.15,100
Martin-Barton,Aetna,6034.37,100
Martin-Booker,Medicare,33035.04,100
Martin-Bradley,Aetna,12004.68,100
Martin-Carr,UnitedHealthcare,29610.21,100
Martin-Cisneros,Medicare,1991.93,100
Martin-Collins,Aetna,11821.17,100
Martin-Hebert,Cigna,17433.85,100
Martin-Mccormick,Aetna,46747.3,100
Martin-Mcguire,UnitedHealthcare,37662.67,100
Martin-Nash,UnitedHealthcare,37033.88,100
Martin-Newton,Aetna,24507.18,100
Martin-Nunez,Aetna,13381.61,100
Martin-Parker,Blue Cross,2839.86,100
Martin-Russo,UnitedHealthcare,35825.55,100
Martin-Taylor,Cigna,48277.99,100
Martin-Thomas,UnitedHealthcare,5979.76,100
Martinez Group,Aetna,19678.71,100
Martinez Inc,UnitedHealthcare,81012.42,75.68
Martinez Inc,Cigna,18409.45,17.2
Martinez Inc,Blue Cross,7629.58,7.13
Martinez LLC,Blue Cross,87506.41,60.58
Martinez LLC,Cigna,32964.76,22.82
Martinez LLC,Aetna,12606.22,8.73
Martinez Ltd,Cigna,58381.9,40.52
Martinez Ltd,Medicare,45414.67,31.52
Martinez Ltd,UnitedHealthcare,40272.62,27.95
Martinez PLC,Blue Cross,80529.7,43.8
Martinez PLC,Medicare,48496.53,26.38
Martinez PLC,UnitedHealthcare,36906.24,20.08
Martinez and Sons,Blue Cross,24706.05,100
"Martinez, Gallagher and Thomas",Medicare,11029.2,100
"Martinez, Garner and Wong",Blue Cross,44719.9,100
"Martinez, Gonzalez and Reeves",Blue Cross,7512.03,100
"Martinez, Hall and Chambers",Cigna,5948.47,100
"Martinez, Harris and Olson",Cigna,19836.92,100
"Martinez, Johnson and Carlson",Aetna,13437.25,100
"Martinez, King and Estrada",Blue Cross,45825.98,100
"Martinez, Lynn and White",Cigna,48056.68,100
"Martinez, Nolan and Ray",Aetna,2169.8,100
"Martinez, Porter and Hernandez",Blue Cross,18509.2,100
"Martinez, Sanchez and Kim",Cigna,26954.72,100
"Martinez, Smith and Perez",Medicare,45499.04,100
"Martinez, Snyder and Merritt",UnitedHealthcare,5096.99,100
"Martinez, Tapia and Garcia",Aetna,38391.96,100
"Martinez, Vargas and Zuniga",Aetna,36627.55,100
"Martinez, White and Rodriguez",Cigna,32681.48,100
Martinez-Bradley,Cigna,11052.42,100
Martinez-Clay,UnitedHealthcare,23860.37,100
Martinez-Cline,Blue Cross,17613.03,100
Martinez-Foley,Aetna,14486.06,100
Martinez-Francis,Cigna,12287.14,100
Martinez-Garcia,Medicare,1741.12,100
Martinez-Gonzalez,Blue Cross,23174.41,100
Martinez-Lane,Blue Cross,41039.15,100
Martinez-Marks,Medicare,12994.4,100
Martinez-Mcintyre,Aetna,38190.56,100
Martinez-Padilla,Blue Cross,16271.14,100
Martinez-Page,Cigna,40145.24,100
Martinez-Reynolds,Cigna,16387.54,100
Martinez-Robinson,Cigna,35173.56,100
Martinez-Suarez,Blue Cross,43604.15,100
Martinez-Thompson,UnitedHealthcare,47519.43,100
Martinez-Watson,Blue Cross,9324,100
Martinez-Webb,Aetna,11798.27,100
Martinez-Williams,Aetna,38745.07,100
Mason Inc,Medicare,42042.27,66.66
Mason Inc,Cigna,21031.76,33.34
Mason LLC,Aetna,13441.02,100
Mason Ltd,Blue Cross,5052.23,100
Mason PLC,UnitedHealthcare,20959.75,100
Mason and Sons,Cigna,44340.91,62.2
Mason and Sons,Aetna,26943.71,37.8
"Mason, Baker and Smith",Cigna,5674.21,100
